model_x,pk_x,fields.title_x,fields.code_x,fields.judge_x,fields.desc_x,fields.input_desc_x,fields.output_desc_x,fields.examples_desc_x,fields.dicas_x,fields.origin_x,fields.tags_x,model_y,pk_y,fields.user_y,fields.problem_y,fields.code_y,fields.language_y,fields.judge_result.judge_veredict_y,fields.problem_rating_delta_y,fields.program_y
judge.problem,1,1.1,P0001,diff,"![1.1.png](http://c073.com/api/media/problem_1048/imagens/1.1.png) 

Após uma longa e cansativa viagem, você finalmente consegue chegar à cidade da grande maratona de programação melônica de 2022, a lendária Maratona Melão de Ouro (MMO).

A grande decepção foi descobrir que chegou 27 dias depois do término da competição! Pior que isso, Asuki-Chan, este nem foi o seu maior atraso!

Uma vez que não tem mais competição para participar, você decide passear pela vila e tomar aquele delicioso sorvete de melão com cobertura de sementes de melão-doce tostadas e moídas.

No meio do caminho, um camponês gritou:

--- EI, PROGRAMADOR! VOCÊ PODE ME AJUDAR?

> Nota 1: ele percebeu a sua camisa de competidor.

> Nota 2: neste mundo, programadores são a coisa mais próxima de um herói que existe.

O camponês notou uma diminuição de melões na sua plantação e quer ter certeza de que não há nada errado. Você poderia usar seus ""Poderes"" de programador e ajudá-lo?","A entrada do problema possui três linhas, cada uma com um número inteiro entre $1$ e $400$.

A primeira linha traz o número pés de melão que o camponês possui.

A segunda linha traz o número melões que o camponês colheu.

A terceira linha traz o número de melões que cada pé de melão deveria produzir.","Caso o total de melões esteja abaixo do esperado pelo camponês, seu programa deve imprimir `SIM`.

Caso o total de melões seja igual ou esteja acima do esperado, seu programa deve imprimir `NAO`.

> Note que todas as letras são maiúsculas, não tem acento, nem pontuação e nem deve imprimir as aspas.","Para o caso de exemplo, como o camponês possui $48$ pés de melão e cada um produz $5$ melões, ele deveria possuir $48 \times 5 = 240$ melões. Como só possui $237$, sumiram $3$. Logo, o programa deve imprimir 'SIM', pois o total de melões está abaixo do esperado.","Rating: 1000

Para simplificar a questão, segue um modo de ler um número inteiro que está sozinho em uma linha:

```python
x=int(input())
```

Neste caso, a leitura dos três números da entrada seria:

```python
n_pes_melao = int(input())
n_meloes_colhidos = int(input())
prod_esperada_por_pe = int(input())
```",,G4M3,judge.submission,510,1.0,1.0,202213359866092,Python3,Accepted,0.0,"a = int( input() )
b = int( input() )
c = int( input() )


if b < a * c:
  print('SIM')
else:
  print('NAO')"
judge.problem,1,1.1,P0001,diff,"![1.1.png](http://c073.com/api/media/problem_1048/imagens/1.1.png) 

Após uma longa e cansativa viagem, você finalmente consegue chegar à cidade da grande maratona de programação melônica de 2022, a lendária Maratona Melão de Ouro (MMO).

A grande decepção foi descobrir que chegou 27 dias depois do término da competição! Pior que isso, Asuki-Chan, este nem foi o seu maior atraso!

Uma vez que não tem mais competição para participar, você decide passear pela vila e tomar aquele delicioso sorvete de melão com cobertura de sementes de melão-doce tostadas e moídas.

No meio do caminho, um camponês gritou:

--- EI, PROGRAMADOR! VOCÊ PODE ME AJUDAR?

> Nota 1: ele percebeu a sua camisa de competidor.

> Nota 2: neste mundo, programadores são a coisa mais próxima de um herói que existe.

O camponês notou uma diminuição de melões na sua plantação e quer ter certeza de que não há nada errado. Você poderia usar seus ""Poderes"" de programador e ajudá-lo?","A entrada do problema possui três linhas, cada uma com um número inteiro entre $1$ e $400$.

A primeira linha traz o número pés de melão que o camponês possui.

A segunda linha traz o número melões que o camponês colheu.

A terceira linha traz o número de melões que cada pé de melão deveria produzir.","Caso o total de melões esteja abaixo do esperado pelo camponês, seu programa deve imprimir `SIM`.

Caso o total de melões seja igual ou esteja acima do esperado, seu programa deve imprimir `NAO`.

> Note que todas as letras são maiúsculas, não tem acento, nem pontuação e nem deve imprimir as aspas.","Para o caso de exemplo, como o camponês possui $48$ pés de melão e cada um produz $5$ melões, ele deveria possuir $48 \times 5 = 240$ melões. Como só possui $237$, sumiram $3$. Logo, o programa deve imprimir 'SIM', pois o total de melões está abaixo do esperado.","Rating: 1000

Para simplificar a questão, segue um modo de ler um número inteiro que está sozinho em uma linha:

```python
x=int(input())
```

Neste caso, a leitura dos três números da entrada seria:

```python
n_pes_melao = int(input())
n_meloes_colhidos = int(input())
prod_esperada_por_pe = int(input())
```",,G4M3,judge.submission,4826,1.0,1.0,202410659056719,Python3,Accepted,0.0,"a = int(input())
b = int(input())
c = int(input())


valor = a * c
if b < valor:
  print(""SIM"")
elif b >= valor:
  print(""NAO"")"
judge.problem,2,1.2,P0002,diff,"Depois de descobrir o sumiço dos melões, outros camponeses ficaram preocupados e lhe chamaram pra descobrir se há problema nas plantações deles.

Como não seria muito viável resolver o mesmo problema para cada um dos camponeses, você pediu e Bilbo, o sorveteiro, convocou uma reunião com todos os produtores de melão.

Bilbo pegou com o ancião colheiteiro o valor esperado total da colheita de melões. Além disso, cada produtor trouxe um papel com o número de melões que foram colhidos.

Sua tarefa é simples, somar o número de melões colhidos e comparar com o total esperado pelo colheiteiro.

Segundo o ancião, se o total colhido for igual ou superar o valor esperado, a situação é nada preocupante. 

Mas se o total colhido for menor que o valor esperado em até $5$ unidades, a situação é pouco preocupante.

Contudo, se o valor colhido for ainda menor, a situação é muito preocupante.","A entrada do problema possui várias linhas.

A primeira linha traz dois inteiros $N$ e $E$, separados por um espaço. $N$ representa o número de produtores e $E$ representa o valor total esperado, segundo o ancião colheiteiro.

Seguem exatamente $N$ linhas, cada uma com um número inteiro representando a quantidade de melões colhida por cada um dos produtores.

> Considere que $1 \le N \le 100$ e que cada produtor colheu pelo menos $1$ e não mais que $9$ melões.","Caso o total de melões colhido seja maior ou igual ao total esperado, seu programa deve imprimir a frase: `NADA PREOCUPANTE`.

Caso contrário e o total de melões colhido seja maior ou igual ao total esperado menos $5$, seu programa deve imprimir a frase: `POUCO PREOCUPANTE`.

Caso o total de melões colhido seja estritamente menor que o total esperado menos $5$, seu programa deve imprimir a frase: `MUITO PREOCUPANTE`.

> Note que todas as letras são maiúsculas, não tem acento, nem pontuação e nem deve imprimir as aspas.","No exemplo dado, Bilbo reuniu $5$ produtores e somando-se os valores colhidos por estes temos:

$$
7 + 5 + 6 + 5 + 5 = 28
$$

Como o valor esperado pelo ancião colheiteiro é $31$ e $31 - 28 = 3$, a situação é: `POUCO PREOCUPANTE`.","Vamos dividir esta dica em duas partes:

1) Como leio dois inteiros na mesma linha?

```python
N, E = map( int, input().split() )
```

2) Como faço para ler $N$ inteiros, um em cada linha?

```python
for _ in range(N):
	x = int(input())
```

Por fim, combinando as duas leituras, a base da solução para o problema ficaria assim:

```python
n_camponeses, val_esperado = map( int, input().split() )

for _ in range(n_camponeses):
	meloes_deste_campones = int(input())

	# a logica da solucao fica aqui

# Faz o teste final
# imprime o resultado
```",,G4M3,judge.submission,552,1.0,2.0,202213365402025,Python3,Accepted,0.0,"N, E = input().split()
N, E = int(N), int(E)
#N = int(N); E = int(E)

# list comprehensions
L = [ int(input()) for x in range(N) ]
S = sum(L)

if S >= E: print('NADA PREOCUPANTE')
elif S >= E-5: print('POUCO PREOCUPANTE')
else: print('MUITO PREOCUPANTE')"
judge.problem,2,1.2,P0002,diff,"Depois de descobrir o sumiço dos melões, outros camponeses ficaram preocupados e lhe chamaram pra descobrir se há problema nas plantações deles.

Como não seria muito viável resolver o mesmo problema para cada um dos camponeses, você pediu e Bilbo, o sorveteiro, convocou uma reunião com todos os produtores de melão.

Bilbo pegou com o ancião colheiteiro o valor esperado total da colheita de melões. Além disso, cada produtor trouxe um papel com o número de melões que foram colhidos.

Sua tarefa é simples, somar o número de melões colhidos e comparar com o total esperado pelo colheiteiro.

Segundo o ancião, se o total colhido for igual ou superar o valor esperado, a situação é nada preocupante. 

Mas se o total colhido for menor que o valor esperado em até $5$ unidades, a situação é pouco preocupante.

Contudo, se o valor colhido for ainda menor, a situação é muito preocupante.","A entrada do problema possui várias linhas.

A primeira linha traz dois inteiros $N$ e $E$, separados por um espaço. $N$ representa o número de produtores e $E$ representa o valor total esperado, segundo o ancião colheiteiro.

Seguem exatamente $N$ linhas, cada uma com um número inteiro representando a quantidade de melões colhida por cada um dos produtores.

> Considere que $1 \le N \le 100$ e que cada produtor colheu pelo menos $1$ e não mais que $9$ melões.","Caso o total de melões colhido seja maior ou igual ao total esperado, seu programa deve imprimir a frase: `NADA PREOCUPANTE`.

Caso contrário e o total de melões colhido seja maior ou igual ao total esperado menos $5$, seu programa deve imprimir a frase: `POUCO PREOCUPANTE`.

Caso o total de melões colhido seja estritamente menor que o total esperado menos $5$, seu programa deve imprimir a frase: `MUITO PREOCUPANTE`.

> Note que todas as letras são maiúsculas, não tem acento, nem pontuação e nem deve imprimir as aspas.","No exemplo dado, Bilbo reuniu $5$ produtores e somando-se os valores colhidos por estes temos:

$$
7 + 5 + 6 + 5 + 5 = 28
$$

Como o valor esperado pelo ancião colheiteiro é $31$ e $31 - 28 = 3$, a situação é: `POUCO PREOCUPANTE`.","Vamos dividir esta dica em duas partes:

1) Como leio dois inteiros na mesma linha?

```python
N, E = map( int, input().split() )
```

2) Como faço para ler $N$ inteiros, um em cada linha?

```python
for _ in range(N):
	x = int(input())
```

Por fim, combinando as duas leituras, a base da solução para o problema ficaria assim:

```python
n_camponeses, val_esperado = map( int, input().split() )

for _ in range(n_camponeses):
	meloes_deste_campones = int(input())

	# a logica da solucao fica aqui

# Faz o teste final
# imprime o resultado
```",,G4M3,judge.submission,553,1.0,2.0,202213365509932,Python3,Accepted,0.0,"N, E = map( int, input().split() )

S = sum( [ int(input()) for x in range(N) ] )

if S >= E: print('NADA PREOCUPANTE')
elif S >= E-5: print('POUCO PREOCUPANTE')
else: print('MUITO PREOCUPANTE')"
judge.problem,3,1.3,P0003,diff,"Embora o nível de preocupação com os melões esteja baixo, algumas pessoas alegam ter visto vultos na plantação e nas florestas ao redor da cidade.

Sendo assim, pediram para Ham-ham Sino, o inventor, implantar um sistema de fiscalização, colocando sensores ao redor das plantações.

Cada sensor é um pedaço de um material que escurece de acordo com o tempo que ficou exposto à luz do sol ou da lua. Se algo estranho entrar na área do sensor, sua sombra bloqueará a luz por um período.

A tarefa é descobrir se algum objeto fez sombra sobre os sensores, para verificar se os relatos de vultos têm fundamento.","A entrada do problema possui duas linhas.

A primeira linha traz dois inteiros, $N$ e $R$, separados por um espaço. $N$ representa o número de sensores e $R$ representa o valor de referência do sensor caso nenhum objeto tenha feito sombra sobre este.

A segunda linha traz uma lista com $N$ inteiros separados por um espaço em branco. Cada um desses números representa o valor de um dos sensores colocados por Ham-Ham Sino.

> Considere $1 \le N \le 100$.

> Considere que tanto $R$ quanto os valores dos sensores estão no intervalo $[1,9]$.","Para cada sensor posicionado por Ham-Ham Bell, você deve imprimir:

* $1$, caso o valor do sensor seja menor ou igual ao valor de referência $R$, indicando que a plantação foi invadida, ou

* $0$, caso o valor do sensor seja estritamente maior que o valor de referência $R$, indicando que a plantação não foi invadida.

Estes valores devem ser impressos na mesma ordem que os sensores são listados na entrada do problema.","No exemplo dado, foram colocados $5$ sensores e o valor de referência $R$ é $5$.

Como o primeiro valor dos sensores é $4$ e $4 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o segundo valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o terceiro valor dos sensores é $6$ e $6 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o quarto valor dos sensores é $7$ e $7 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o último valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.","A leitura de vários inteiros em uma única linha pode ser feita da seguinte forma:

```python
S = list( map( int, input().split() )
```

Mas observe que `S` é uma lista. Para acessar cada valor da lista, basta usar o índice (que começa em zero):

```python
# Por exemplo:
x = S[0] + S[1]
print(x)
print( S[2] - S[0] )
```

Melhor ainda, você pode varrer cada elemento da lista usando um for.

```python
for x in S:
	# Aqui x vai ter o valor x[0], x[1], x[2], ..., um de cada vez
```

Neste caso, o código base da questão ficaria mais ou menos assim:

```python
n_sensores, val_referencia = map( int, input().split() )
lista_sensores = list( map( int, input().split() )
for val_sensor in lista_sensores:
	# Aqui fica a logica para solucionar o problema
	# Basta imprimir o que se espera usando a variavel val_sensor
```",,G4M3,judge.submission,554,1.0,3.0,202213365812306,Python3,Accepted,0.0,"# 5 5
N, R = map( int, input().split() )

# 4 3 6 7 3
L = list( map( int, input().split() ) )

for x in L:
  if x <= R: print(1)
  else: print(0)"
judge.problem,3,1.3,P0003,diff,"Embora o nível de preocupação com os melões esteja baixo, algumas pessoas alegam ter visto vultos na plantação e nas florestas ao redor da cidade.

Sendo assim, pediram para Ham-ham Sino, o inventor, implantar um sistema de fiscalização, colocando sensores ao redor das plantações.

Cada sensor é um pedaço de um material que escurece de acordo com o tempo que ficou exposto à luz do sol ou da lua. Se algo estranho entrar na área do sensor, sua sombra bloqueará a luz por um período.

A tarefa é descobrir se algum objeto fez sombra sobre os sensores, para verificar se os relatos de vultos têm fundamento.","A entrada do problema possui duas linhas.

A primeira linha traz dois inteiros, $N$ e $R$, separados por um espaço. $N$ representa o número de sensores e $R$ representa o valor de referência do sensor caso nenhum objeto tenha feito sombra sobre este.

A segunda linha traz uma lista com $N$ inteiros separados por um espaço em branco. Cada um desses números representa o valor de um dos sensores colocados por Ham-Ham Sino.

> Considere $1 \le N \le 100$.

> Considere que tanto $R$ quanto os valores dos sensores estão no intervalo $[1,9]$.","Para cada sensor posicionado por Ham-Ham Bell, você deve imprimir:

* $1$, caso o valor do sensor seja menor ou igual ao valor de referência $R$, indicando que a plantação foi invadida, ou

* $0$, caso o valor do sensor seja estritamente maior que o valor de referência $R$, indicando que a plantação não foi invadida.

Estes valores devem ser impressos na mesma ordem que os sensores são listados na entrada do problema.","No exemplo dado, foram colocados $5$ sensores e o valor de referência $R$ é $5$.

Como o primeiro valor dos sensores é $4$ e $4 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o segundo valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o terceiro valor dos sensores é $6$ e $6 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o quarto valor dos sensores é $7$ e $7 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o último valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.","A leitura de vários inteiros em uma única linha pode ser feita da seguinte forma:

```python
S = list( map( int, input().split() )
```

Mas observe que `S` é uma lista. Para acessar cada valor da lista, basta usar o índice (que começa em zero):

```python
# Por exemplo:
x = S[0] + S[1]
print(x)
print( S[2] - S[0] )
```

Melhor ainda, você pode varrer cada elemento da lista usando um for.

```python
for x in S:
	# Aqui x vai ter o valor x[0], x[1], x[2], ..., um de cada vez
```

Neste caso, o código base da questão ficaria mais ou menos assim:

```python
n_sensores, val_referencia = map( int, input().split() )
lista_sensores = list( map( int, input().split() )
for val_sensor in lista_sensores:
	# Aqui fica a logica para solucionar o problema
	# Basta imprimir o que se espera usando a variavel val_sensor
```",,G4M3,judge.submission,555,1.0,3.0,202213365880552,Python3,Accepted,0.0,"# 5 5
N, R = map( int, input().split() )

# 4 3 6 7 3
L = list( map( int, input().split() ) )

for x in L:
  print(1) if x <= R else print(0)"
judge.problem,3,1.3,P0003,diff,"Embora o nível de preocupação com os melões esteja baixo, algumas pessoas alegam ter visto vultos na plantação e nas florestas ao redor da cidade.

Sendo assim, pediram para Ham-ham Sino, o inventor, implantar um sistema de fiscalização, colocando sensores ao redor das plantações.

Cada sensor é um pedaço de um material que escurece de acordo com o tempo que ficou exposto à luz do sol ou da lua. Se algo estranho entrar na área do sensor, sua sombra bloqueará a luz por um período.

A tarefa é descobrir se algum objeto fez sombra sobre os sensores, para verificar se os relatos de vultos têm fundamento.","A entrada do problema possui duas linhas.

A primeira linha traz dois inteiros, $N$ e $R$, separados por um espaço. $N$ representa o número de sensores e $R$ representa o valor de referência do sensor caso nenhum objeto tenha feito sombra sobre este.

A segunda linha traz uma lista com $N$ inteiros separados por um espaço em branco. Cada um desses números representa o valor de um dos sensores colocados por Ham-Ham Sino.

> Considere $1 \le N \le 100$.

> Considere que tanto $R$ quanto os valores dos sensores estão no intervalo $[1,9]$.","Para cada sensor posicionado por Ham-Ham Bell, você deve imprimir:

* $1$, caso o valor do sensor seja menor ou igual ao valor de referência $R$, indicando que a plantação foi invadida, ou

* $0$, caso o valor do sensor seja estritamente maior que o valor de referência $R$, indicando que a plantação não foi invadida.

Estes valores devem ser impressos na mesma ordem que os sensores são listados na entrada do problema.","No exemplo dado, foram colocados $5$ sensores e o valor de referência $R$ é $5$.

Como o primeiro valor dos sensores é $4$ e $4 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o segundo valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o terceiro valor dos sensores é $6$ e $6 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o quarto valor dos sensores é $7$ e $7 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o último valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.","A leitura de vários inteiros em uma única linha pode ser feita da seguinte forma:

```python
S = list( map( int, input().split() )
```

Mas observe que `S` é uma lista. Para acessar cada valor da lista, basta usar o índice (que começa em zero):

```python
# Por exemplo:
x = S[0] + S[1]
print(x)
print( S[2] - S[0] )
```

Melhor ainda, você pode varrer cada elemento da lista usando um for.

```python
for x in S:
	# Aqui x vai ter o valor x[0], x[1], x[2], ..., um de cada vez
```

Neste caso, o código base da questão ficaria mais ou menos assim:

```python
n_sensores, val_referencia = map( int, input().split() )
lista_sensores = list( map( int, input().split() )
for val_sensor in lista_sensores:
	# Aqui fica a logica para solucionar o problema
	# Basta imprimir o que se espera usando a variavel val_sensor
```",,G4M3,judge.submission,889,1.0,3.0,202215088337604,Python3,Accepted,0.0,"q_sensor,ref = map(int, input().split())
array = [None]*q_sensor
array =input().split("" "")
for x in range(q_sensor):
  array[x] = int(array[x])
  if array[x] <= ref:
   print ('1')
  else:
    print('0')"
judge.problem,3,1.3,P0003,diff,"Embora o nível de preocupação com os melões esteja baixo, algumas pessoas alegam ter visto vultos na plantação e nas florestas ao redor da cidade.

Sendo assim, pediram para Ham-ham Sino, o inventor, implantar um sistema de fiscalização, colocando sensores ao redor das plantações.

Cada sensor é um pedaço de um material que escurece de acordo com o tempo que ficou exposto à luz do sol ou da lua. Se algo estranho entrar na área do sensor, sua sombra bloqueará a luz por um período.

A tarefa é descobrir se algum objeto fez sombra sobre os sensores, para verificar se os relatos de vultos têm fundamento.","A entrada do problema possui duas linhas.

A primeira linha traz dois inteiros, $N$ e $R$, separados por um espaço. $N$ representa o número de sensores e $R$ representa o valor de referência do sensor caso nenhum objeto tenha feito sombra sobre este.

A segunda linha traz uma lista com $N$ inteiros separados por um espaço em branco. Cada um desses números representa o valor de um dos sensores colocados por Ham-Ham Sino.

> Considere $1 \le N \le 100$.

> Considere que tanto $R$ quanto os valores dos sensores estão no intervalo $[1,9]$.","Para cada sensor posicionado por Ham-Ham Bell, você deve imprimir:

* $1$, caso o valor do sensor seja menor ou igual ao valor de referência $R$, indicando que a plantação foi invadida, ou

* $0$, caso o valor do sensor seja estritamente maior que o valor de referência $R$, indicando que a plantação não foi invadida.

Estes valores devem ser impressos na mesma ordem que os sensores são listados na entrada do problema.","No exemplo dado, foram colocados $5$ sensores e o valor de referência $R$ é $5$.

Como o primeiro valor dos sensores é $4$ e $4 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o segundo valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o terceiro valor dos sensores é $6$ e $6 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o quarto valor dos sensores é $7$ e $7 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o último valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.","A leitura de vários inteiros em uma única linha pode ser feita da seguinte forma:

```python
S = list( map( int, input().split() )
```

Mas observe que `S` é uma lista. Para acessar cada valor da lista, basta usar o índice (que começa em zero):

```python
# Por exemplo:
x = S[0] + S[1]
print(x)
print( S[2] - S[0] )
```

Melhor ainda, você pode varrer cada elemento da lista usando um for.

```python
for x in S:
	# Aqui x vai ter o valor x[0], x[1], x[2], ..., um de cada vez
```

Neste caso, o código base da questão ficaria mais ou menos assim:

```python
n_sensores, val_referencia = map( int, input().split() )
lista_sensores = list( map( int, input().split() )
for val_sensor in lista_sensores:
	# Aqui fica a logica para solucionar o problema
	# Basta imprimir o que se espera usando a variavel val_sensor
```",,G4M3,judge.submission,890,1.0,3.0,202215088563034,Python3,Accepted,0.0,"q_sensor,ref = [int(x) for x in input().split()]
array = input().split()
for x in range(q_sensor):
  array[x] = int(array[x])
  if array[x] > ref:
    print('0')
  else:
    print ('1')"
judge.problem,3,1.3,P0003,diff,"Embora o nível de preocupação com os melões esteja baixo, algumas pessoas alegam ter visto vultos na plantação e nas florestas ao redor da cidade.

Sendo assim, pediram para Ham-ham Sino, o inventor, implantar um sistema de fiscalização, colocando sensores ao redor das plantações.

Cada sensor é um pedaço de um material que escurece de acordo com o tempo que ficou exposto à luz do sol ou da lua. Se algo estranho entrar na área do sensor, sua sombra bloqueará a luz por um período.

A tarefa é descobrir se algum objeto fez sombra sobre os sensores, para verificar se os relatos de vultos têm fundamento.","A entrada do problema possui duas linhas.

A primeira linha traz dois inteiros, $N$ e $R$, separados por um espaço. $N$ representa o número de sensores e $R$ representa o valor de referência do sensor caso nenhum objeto tenha feito sombra sobre este.

A segunda linha traz uma lista com $N$ inteiros separados por um espaço em branco. Cada um desses números representa o valor de um dos sensores colocados por Ham-Ham Sino.

> Considere $1 \le N \le 100$.

> Considere que tanto $R$ quanto os valores dos sensores estão no intervalo $[1,9]$.","Para cada sensor posicionado por Ham-Ham Bell, você deve imprimir:

* $1$, caso o valor do sensor seja menor ou igual ao valor de referência $R$, indicando que a plantação foi invadida, ou

* $0$, caso o valor do sensor seja estritamente maior que o valor de referência $R$, indicando que a plantação não foi invadida.

Estes valores devem ser impressos na mesma ordem que os sensores são listados na entrada do problema.","No exemplo dado, foram colocados $5$ sensores e o valor de referência $R$ é $5$.

Como o primeiro valor dos sensores é $4$ e $4 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o segundo valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.

Como o terceiro valor dos sensores é $6$ e $6 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o quarto valor dos sensores é $7$ e $7 > 5$, o programa deve imprimir $0$, indicando que esta plantação *não foi invadida*.

Como o último valor dos sensores é $3$ e $3 \le 5$, o programa deve imprimir $1$, indicando que esta plantação *foi invadida*.","A leitura de vários inteiros em uma única linha pode ser feita da seguinte forma:

```python
S = list( map( int, input().split() )
```

Mas observe que `S` é uma lista. Para acessar cada valor da lista, basta usar o índice (que começa em zero):

```python
# Por exemplo:
x = S[0] + S[1]
print(x)
print( S[2] - S[0] )
```

Melhor ainda, você pode varrer cada elemento da lista usando um for.

```python
for x in S:
	# Aqui x vai ter o valor x[0], x[1], x[2], ..., um de cada vez
```

Neste caso, o código base da questão ficaria mais ou menos assim:

```python
n_sensores, val_referencia = map( int, input().split() )
lista_sensores = list( map( int, input().split() )
for val_sensor in lista_sensores:
	# Aqui fica a logica para solucionar o problema
	# Basta imprimir o que se espera usando a variavel val_sensor
```",,G4M3,judge.submission,891,1.0,3.0,202215088931301,Python3,Accepted,0.0,"q_sensor,ref = [int(x) for x in input().split()]
for it in [int(x) for x in input().split()]:
  if it > ref:
    print(0)
  else:
    print (1)"
judge.problem,4,1.4,P0004,diff,"Ao analisar os dados dos sensores, vocês perceberam que alguma(s) coisa(s) realmente estava(m) invadindo as plantações.

Depois de um caloroso momento de reflexão, você, Bilbo, Ham-Ham Bell e o ancião colheiteiro decidiram instalar algumas armadilhas para capturar um ou mais destes invasores. Como o orçamento é bem curto, a vila só dispôs de gold (com patrocínio dos Sorvetes Melônicos Melados) para colocar algumas poucas armadilhas.

Neste caso, o plano seria bem simples: colocar todos os sensores formando uma linha reta. Deste modo, cada invasor ativaria uma sequência de sensores, e no outro dia seria necessário colocar apenas uma armadilha para cada sequência de sensores ativados, esperando que os invasores seguissem o mesmo padrão. 

Como herói-programador da vila (afinal você já resolveu 3 quests, Oooh!), dada a linha de sensores e os valores de ativação, você poderia escrever um programa para determinar a quantidade mínima de armadilhas que devem ser construídas?","A entrada possui várias linhas. A primeira linha traz um inteiro $N$, representando o número de sensores instalados.

Cada uma das $N$ linhas que seguem traz um inteiro por linha, em ordem, representando a sequência dos valores de ativação dos sensores instalados.

Um valor $1$ significa que o sensor foi ativado, enquanto um valor $0$ significa que o sensor não foi ativado.

> Considere $1 \le N \le 100$.",Você deve imprimir apenas um número inteiro: a quantidade mínima de armadilhas que deve ser instalada para que cada conjunto contíguo de sensores ativados possua pelo menos uma armadilha.,"No exemplo dado, o número de sensores é $5$ e a sequência de ativação é 11010. Neste caso, seria necessário no mínimo $2$ armadilhas. A primeira cobriria a área dos sensores $1$ e $2$, enquanto que a segunda cobriria a área do sensor $4$.

> Em detalhes, a sequência de ativação 11010 tem exatamente duas squências contíguas de sensores ativados: [11] 0 [1] 0.","Para resolver este problema, provavelmente você vai querer ler um inteiro por vez. Neste caso, a base do código para solucionar este problema ficaria assim:

```python
n_sensores = int(input())
for _ in range(n_sensores):
	x = int(input())
```

Mas este problema precisa de um pouco mais de lógica: Uma dica é contar o número de vezes que o número atual é um mas o anterior é zero. Mas cuidado com o primeiro número, se for um também deve ser contado.",,G4M3,judge.submission,562,1.0,4.0,202213366925132,Python3,Accepted,0.0,"N = int(input())
A = ['0'] + [ input() for x in range(N) ]
S = ''.join(A)
print( S.count('01') )"
